condition,curvature,weighting,loss_aversion,inverse_temperature,label_bias,fit_rmse,converged,boundary_parameters,label_gap,min_answer_mass,layer,answer_mass_below_0_95_count,max_relative_norm_error,requested_norm,scale_family,cosine_readout,cosine_persona,planted_probability_rmse,cpt_predictive_rmse,action_predictive_rmse
sae_readout_k1_sign-1,0.5001518681790788,1.5,0.3,9.004831034796887,-0.9832019190512732,0.3183735152052834,True,"weighting,loss_aversion",0.21873544549283563,0.6457509398460388,50,21,0.0027970072273006963,1.0,common_norm,0.19948258996009827,0.0960964635014534,,0.33219773769744804,0.029961095491311308
sae_readout_k3_sign+1,0.4735345663711278,1.3752104639541054,0.3,9.64520669577141,-1.5367540075010022,0.28874193960420874,True,loss_aversion,0.29566617350357377,0.43829748034477234,50,35,0.0012364387512207031,1.0,common_norm,0.2587781846523285,0.08164471387863159,,0.29834707196113663,0.03436864692965345
sae_readout_k3_sign-1,0.4995409622927549,1.5,0.3,8.687122526471573,-0.9195071068223857,0.3225641534033328,True,"weighting,loss_aversion",0.21432291002271306,0.47067853808403015,50,28,0.0012322664260864258,1.0,common_norm,0.2587781846523285,0.08164471387863159,,0.33579893384852955,0.040328332459005224
weighting_only_mean_delta_fitted_magnitude,0.5071494182718771,1.128212941977822,0.3654142205083181,3.3876071820639617,0.2293308478816272,0.1560065798651835,True,,0.1251628835672616,0.9999920129776001,50,0,0.00012644298233333018,9.39773941040039,discovery_fitted_magnitude,0.11992787569761276,0.019045328721404076,0.20991562631082433,0.16474770508811898,0.22293668019909682
weighting_only_mean_delta_sign+1,0.5068856657070829,1.4718172431058512,0.3,8.91366204682812,-1.0356154677304397,0.30261875582037934,True,loss_aversion,0.21870151418692088,0.9890553951263428,50,0,0.0006917715072631836,1.0,common_norm,0.11992787569761276,0.019045328721404076,0.39457604665468093,0.31618417316752795,0.03807010541717716
weighting_only_mean_delta_sign-1,0.49785744008170907,1.5,0.3,9.548062274915225,-1.452723372512551,0.30833219494915104,True,"weighting,loss_aversion",0.2718645372258387,0.0031968113034963608,50,79,0.0008748769760131836,1.0,common_norm,0.11992787569761276,0.019045328721404076,,0.32113281348536066,0.03167095988100632
weighting_only_sae_preference_k10_fitted_magnitude,0.4988730876304036,1.4594304904963908,0.3,8.677058897323798,-0.9400237175843728,0.3093820248290445,True,loss_aversion,0.21842980110618176,0.7502995133399963,50,15,0.0007393980409349243,1.8953584432601929,discovery_fitted_magnitude,0.0520566888153553,0.04067416489124298,0.3952673391018306,0.3223358606446656,0.07208036845249073
weighting_only_sae_preference_k10_sign+1,0.5066760473710343,1.5,0.3,9.060611140885516,-1.0686266334239858,0.3065705473989064,True,"weighting,loss_aversion",0.22453876998775793,0.6818973422050476,50,20,0.0007418394088745117,1.0,common_norm,0.0520566888153553,0.04067416489124298,0.4003341790741807,0.31983542475269194,0.03866920403118518
weighting_only_sae_preference_k10_sign-1,0.49742517218242516,1.5,0.3,9.590164547261338,-1.464575429704292,0.3043524868675692,True,"weighting,loss_aversion",0.27429017236255804,0.16771940886974335,50,44,0.0008444786071777344,1.0,common_norm,0.0520566888153553,0.04067416489124298,,0.3172171589903738,0.026765259438947087
weighting_only_sae_preference_k1_fitted_magnitude,0.4994438524870784,1.5,0.3,9.469282735200247,-1.3240679139179723,0.2979163785810534,True,"weighting,loss_aversion",0.25400659162208705,0.6234183311462402,50,16,0.001263481449216064,1.0386030673980713,discovery_fitted_magnitude,0.06727810949087143,0.03586510941386223,0.4106237629596483,0.3111255557087203,0.02907089380808381
weighting_only_sae_preference_k1_sign+1,0.4987587731229709,1.5,0.3,9.48065604445777,-1.3254753005274487,0.2984051810826586,True,"weighting,loss_aversion",0.2539352695193714,0.6232064962387085,50,17,0.0010268092155456543,1.0,common_norm,0.06727810949087143,0.03586510941386223,0.41122686121384044,0.31195082254960765,0.028376692351867436
weighting_only_sae_preference_k1_sign-1,0.5099284448829101,1.5,0.3,9.518137234364705,-1.2317900534124409,0.3045133154275398,True,"weighting,loss_aversion",0.23539443463656307,0.16478194296360016,50,52,0.00101393461227417,1.0,common_norm,0.06727810949087143,0.03586510941386223,,0.3188183436297483,0.02783632003247085
weighting_only_sae_preference_k3_fitted_magnitude,0.49995055805196215,1.5,0.3,9.27184564916081,-1.2312087042798583,0.2983823084321386,True,"weighting,loss_aversion",0.2442040511193947,0.682257890701294,50,13,0.001336915630556268,1.4055454730987549,discovery_fitted_magnitude,0.06091231852769852,0.013238979503512383,0.405837197796397,0.31159308740042113,0.04298070457215346
weighting_only_sae_preference_k3_sign+1,0.5015022012449684,1.5,0.3,9.37402139441115,-1.2518108786948068,0.2995993293067467,True,"weighting,loss_aversion",0.2428347619051714,0.68047034740448,50,16,0.001413345168430169,1.0,common_norm,0.06091231852769852,0.013238979503512383,0.4072489539244188,0.3133502945988825,0.027522681095126008
weighting_only_sae_preference_k3_sign-1,0.5066411816958464,1.5,0.3,9.573161592137431,-1.3297622850881208,0.30382465915721113,True,"weighting,loss_aversion",0.24611765393385882,0.13318663835525513,50,48,0.0013656614582941984,1.0,common_norm,0.06091231852769852,0.013238979503512383,,0.31850395196037423,0.025111807570229024
