feature,scope,sign,target,cosine_to_readout,discovery_ce,discovery_teacher_rmse,min_answer_mass
13835,all,1,neutral,0.020046690478920937,13.865854428478066,0.20653340759476782,3.711685963025957e-07
55751,all,-1,combined,0.004028080031275749,19.579227041159044,0.4051136006017638,2.5185829116702863e-11
55751,all,-1,neutral,0.004028080031275749,19.61616239927505,0.39059037658010626,2.5185829116702863e-11
55751,all,1,combined,0.004028080031275749,0.8309857865160497,0.2736158110269592,0.9473519325256348
55751,all,1,neutral,0.004028080031275749,0.8639226976871414,0.2584856854485607,0.9473519325256348
4048,all,-1,combined,-0.001448196591809392,1.599307678811327,0.3603826651662673,0.9999972581863403
4048,all,-1,neutral,-0.001448196591809392,1.6536278086137306,0.35360205420435953,0.9999972581863403
4048,all,1,combined,-0.001448196591809392,1.548655194548075,0.2971809120870962,0.9999960660934448
4048,all,1,neutral,-0.001448196591809392,1.6370990561142469,0.3045949596269511,0.9999960660934448
33545,all,-1,combined,0.02508186176419258,1.6325816865510094,0.3072188866898516,0.9999978542327881
33545,all,-1,neutral,0.02508186176419258,1.6957815760711914,0.30757182936659677,0.9999978542327881
33545,all,1,combined,0.02508186176419258,1.2689868316827206,0.3057543081785673,0.9999354481697083
33545,all,1,neutral,0.02508186176419258,1.3319138634909582,0.30672235553606236,0.9999354481697083
38516,all,-1,combined,0.02106650359928608,1.8918061900636278,0.3156823811471005,0.9999977350234985
38516,all,-1,neutral,0.02106650359928608,1.9938710496684648,0.3208633539730502,0.9999977350234985
38516,all,1,combined,0.02106650359928608,0.8015766318498523,0.25476068827827814,0.9510674476623535
38516,all,1,neutral,0.02106650359928608,0.8298633610982689,0.2449642165025863,0.9510674476623535
18195,all,-1,combined,0.023116346448659897,2.9182068659600144,0.40299344504744017,0.9999474287033081
18195,all,-1,neutral,0.023116346448659897,3.0478914182073886,0.38983754749637034,0.9999474287033081
18195,all,1,combined,0.023116346448659897,1.1077275635858161,0.35691579861125955,0.9993090033531189
18195,all,1,neutral,0.023116346448659897,1.1425049352466294,0.34748233247980914,0.9993090033531189
19760,all,-1,combined,-0.02533065900206566,0.9113542581436559,0.2668613444358064,0.9893292188644409
19760,all,-1,neutral,-0.02533065900206566,0.9626146237326949,0.2603125151414073,0.9893292188644409
19760,all,1,combined,-0.02533065900206566,2.4560314306681152,0.3611199332811388,0.9998410940170288
19760,all,1,neutral,-0.02533065900206566,2.566126328337659,0.3586661072099726,0.9998410940170288
23671,all,-1,combined,0.0020720940083265305,2.1752122275496677,0.3788961527562487,0.9994233846664429
23671,all,-1,neutral,0.0020720940083265305,2.30502981297234,0.3769516521756211,0.9994233846664429
23671,all,1,combined,0.0020720940083265305,0.7095407845141435,0.2639439465427857,0.970718502998352
23671,all,1,neutral,0.0020720940083265305,0.7249990620341225,0.24607554221681402,0.970718502998352
1400,all,-1,combined,-0.0009813366923481226,1.988976647234276,0.3794914110276184,0.9982978105545044
1400,all,-1,neutral,-0.0009813366923481226,1.9749179828864958,0.3629707397133287,0.9982978105545044
1400,all,1,combined,-0.0009813366923481226,4.185852052299898,0.5893811354599049,0.9999982118606567
1400,all,1,neutral,-0.0009813366923481226,4.190680048611483,0.5750253578077535,0.9999982118606567
41043,all,-1,combined,0.005147683899849653,2.7836443796990666,0.27519470490693543,1.5426376194227487e-05
41043,all,-1,neutral,0.005147683899849653,2.8307187461869074,0.27316147936457974,1.5426376194227487e-05
41043,all,1,combined,0.005147683899849653,1.5729447962337388,0.31089839645976325,0.9997724294662476
41043,all,1,neutral,0.005147683899849653,1.63965772793407,0.30888275765922646,0.9997724294662476
29425,all,-1,combined,-0.018174264580011368,0.9453464649939511,0.2855450508614662,0.9984831809997559
29425,all,-1,neutral,-0.018174264580011368,0.9850526618196385,0.28016810615298393,0.9984831809997559
29425,all,1,combined,-0.018174264580011368,1.4233800555973526,0.3002633686204492,0.9999963045120239
29425,all,1,neutral,-0.018174264580011368,1.4963706174132478,0.30000324900927927,0.9999963045120239
6020,all,-1,combined,-0.009417647495865822,1.0647711693131132,0.2936987661657357,0.9987426996231079
6020,all,-1,neutral,-0.009417647495865822,1.1279640460130236,0.29419837553655814,0.9987426996231079
6020,all,1,combined,-0.009417647495865822,1.9331650999766419,0.3003647233989027,0.9999982118606567
6020,all,1,neutral,-0.009417647495865822,2.0656735157807593,0.31024459580640085,0.9999982118606567
17838,all,-1,combined,0.06822274625301361,3.303727884978778,0.3361998601403939,0.9993844032287598
17838,all,-1,neutral,0.06822274625301361,3.4487400613780426,0.3335420265150246,0.9993844032287598
17838,all,1,combined,0.06822274625301361,0.6573221906209104,0.2446447958385309,0.8693705201148987
17838,all,1,neutral,0.06822274625301361,0.6648862160562808,0.21628126528348615,0.8693705201148987
23552,all,-1,combined,-0.001987030729651451,1.7409196105205453,0.3548336921174349,0.9985368251800537
23552,all,-1,neutral,-0.001987030729651451,1.8161153357633186,0.35246003432808626,0.9985368251800537
23552,all,1,combined,-0.001987030729651451,1.1518326374043426,0.38525664268299653,0.4805421829223633
23552,all,1,neutral,-0.001987030729651451,1.1639864512355973,0.3645915239111261,0.4805421829223633
184,all,-1,combined,0.018252460286021233,2.2675559775029885,0.37073564353603383,0.9999979734420776
184,all,-1,neutral,0.018252460286021233,2.364646646732135,0.36746574176727786,0.9999979734420776
184,all,1,combined,0.018252460286021233,1.425345888953863,0.3469317985286496,0.999936580657959
184,all,1,neutral,0.018252460286021233,1.4693176882120738,0.34159118864279897,0.999936580657959
4237,all,-1,combined,0.011032581329345703,1.7769692382446654,0.31887524412950957,0.9999042749404907
4237,all,-1,neutral,0.011032581329345703,1.8792177861863488,0.32369856293501625,0.9999042749404907
4237,all,1,combined,0.011032581329345703,1.2912068739573779,0.33452353362060927,0.9999938607215881
4237,all,1,neutral,0.011032581329345703,1.329736794885379,0.3308733404420695,0.9999938607215881
31935,all,-1,combined,0.0046458556316792965,1.3941368098056144,0.3345365105283294,0.9999951124191284
31935,all,-1,neutral,0.0046458556316792965,1.4349366530828418,0.33129411473576975,0.9999951124191284
31935,all,1,combined,0.0046458556316792965,1.553049488933335,0.3168209289559523,0.9999958276748657
31935,all,1,neutral,0.0046458556316792965,1.64216964703281,0.3204100276605071,0.9999958276748657
13142,all,-1,combined,0.02037401869893074,1.6384528958396198,0.37404134729316596,0.999997615814209
13142,all,-1,neutral,0.02037401869893074,1.7102395640524761,0.3689176926546248,0.999997615814209
13142,all,1,combined,0.02037401869893074,1.4000991158314993,0.3049175450588543,0.9998831748962402
13142,all,1,neutral,0.02037401869893074,1.4720084906007083,0.3014103943254525,0.9998831748962402
20117,all,-1,combined,0.01713176630437374,1.459148074247829,0.32515225829642763,0.9999978542327881
20117,all,-1,neutral,0.01713176630437374,1.5495299671335137,0.328580786467841,0.9999978542327881
20117,all,1,combined,0.01713176630437374,1.1291130202368198,0.28536650466195956,0.9997836351394653
20117,all,1,neutral,0.01713176630437374,1.1672241745151608,0.28337565133165415,0.9997836351394653
4992,all,-1,combined,0.02289571613073349,1.391641880996543,0.3174729831182224,0.9999945163726807
4992,all,-1,neutral,0.02289571613073349,1.4672848622941297,0.31967920701861985,0.9999945163726807
4992,all,1,combined,0.02289571613073349,1.3315363964428863,0.31740225394267996,0.9999982714653015
